84.004631,-7.77410936,-0.14171952
0.0,-9.24017239,-0.168445379
84.004631,-7.30687046,-2.65828991
84.004631,-6.04781866,-4.88679361
84.004631,-4.13339186,-6.58573675
84.004631,-1.77104807,-7.57101393
84.004631,0.783216357,-7.73585367
84.004631,3.25260711,-7.06239367
84.004631,5.36952734,-5.62361431
84.004631,6.9045763,-3.57542849
84.004631,7.69140673,-1.1397897
84.004631,7.64475441,1.41936302
84.004631,6.7696743,3.8247056
84.004631,5.16099453,5.81558228
84.004631,2.99304128,7.17624998
84.004631,0.500745416,7.7592597
84.004631,-2.04581404,7.50143337
84.004631,-4.37067747,6.43071032
84.004631,-6.22191048,4.66312027
84.004631,-7.39890289,2.39020848
0.0,-8.68482018,-3.1595974
0.0,-7.18833303,-5.80835819
0.0,-4.91287851,-7.82769299
0.0,-2.10503721,-8.99877644
0.0,0.930917382,-9.19470215
0.0,3.86599255,-8.39423943
0.0,6.38212776,-6.68413067
0.0,8.20666027,-4.24969244
0.0,9.14187336,-1.3547343
0.0,9.08642292,1.68703032
0.0,8.04631805,4.54597902
0.0,6.13426876,6.91230059
0.0,3.557477,8.52956676
0.0,0.595177293,9.22252274
0.0,-2.43161917,8.91607475
0.0,-5.19491196,7.64343166
0.0,-7.39525557,5.54250431
0.0,-8.79420853,2.8409605
3.00016546,-9.18781281,-0.167490885
6.00033092,-9.13545322,-0.166536391
9.00049591,-9.08309364,-0.165581882
12.0006618,-9.03073502,-0.164627388
15.0008268,-8.97837543,-0.163672894
18.0009918,-8.92601585,-0.1627184
21.0011578,-8.87365627,-0.161763906
24.0013237,-8.82129669,-0.160809413
27.0014896,-8.76893806,-0.159854919
30.0016537,-8.71657848,-0.158900425
33.0018196,-8.6642189,-0.157945931
36.0019836,-8.61185932,-0.156991437
39.0021515,-8.55949974,-0.156036943
42.0023155,-8.50714111,-0.155082449
45.0024796,-8.45478153,-0.154127955
48.0026474,-8.40242195,-0.153173462
51.0028114,-8.35006237,-0.152218968
54.0029793,-8.29770279,-0.151264474
57.0031433,-8.24534416,-0.15030998
60.0033073,-8.19298458,-0.149355471
63.0034752,-8.140625,-0.148400977
66.0036392,-8.08826542,-0.147446483
69.0038071,-8.03590584,-0.146491989
72.0039673,-7.98354673,-0.145537496
