0.0,-9.24170685,0.0
-1.06103623,-9.26022816,0.0
-6.21902514,-12.2381935,0.0
-36.2190247,-12.5,0.0
0.0,-8.97315979,-2.21168542
0.0,-8.1831255,-4.29483557
0.0,-6.91751719,-6.12838554
0.0,-5.24988794,-7.60577583
0.0,-3.27715468,-8.64114666
0.0,-1.11396468,-9.17432499
0.0,1.11396468,-9.17432499
0.0,3.27715468,-8.64114666
0.0,5.24988794,-7.60577583
0.0,6.91751719,-6.12838554
0.0,8.1831255,-4.29483557
0.0,8.97315979,-2.21168542
0.0,9.24170685,0.0
0.0,8.97315979,2.21168542
0.0,8.1831255,4.29483557
0.0,6.91751719,6.12838554
0.0,5.24988794,7.60577583
0.0,3.27715468,8.64114666
0.0,1.11396468,9.17432499
0.0,-1.11396468,9.17432499
0.0,-3.27715468,8.64114666
0.0,-5.24988794,7.60577583
0.0,-6.91751719,6.12838554
0.0,-8.1831255,4.29483557
0.0,-8.97315979,2.21168542
-1.06103623,-8.99114227,-2.21611762
-1.06103623,-8.19952488,-4.30344248
-1.06103623,-6.9313798,-6.14066696
-1.06103623,-5.26040888,-7.62101793
-1.06103623,-3.28372192,-8.65846348
-1.06103623,-1.11619711,-9.19270992
-1.06103623,1.11619711,-9.19270992
-1.06103623,3.28372192,-8.65846348
-1.06103623,5.26040888,-7.62101793
-1.06103623,6.9313798,-6.14066696
-1.06103623,8.19952488,-4.30344248
-1.06103623,8.99114227,-2.21611762
-1.06103623,9.26022816,0.0
-1.06103623,8.99114227,2.21611762
-1.06103623,8.19952488,4.30344248
-1.06103623,6.9313798,6.14066696
-1.06103623,5.26040888,7.62101793
-1.06103623,3.28372192,8.65846348
-1.06103623,1.11619711,9.19270992
-1.06103623,-1.11619711,9.19270992
-1.06103623,-3.28372192,8.65846348
-1.06103623,-5.26040888,7.62101793
-1.06103623,-6.9313798,6.14066696
-1.06103623,-8.19952488,4.30344248
-1.06103623,-8.99114227,2.21611762
-6.21902514,-11.8825741,-2.92879152
-6.21902514,-10.8363829,-5.68737221
-6.21902514,-9.16041946,-8.11542416
-6.21902514,-6.95208645,-10.0718365
-6.21902514,-4.33972359,-11.4429102
-6.21902514,-1.4751513,-12.1489639
-6.21902514,1.4751513,-12.1489639
-6.21902514,4.33972359,-11.4429102
-6.21902514,6.95208645,-10.0718365
-6.21902514,9.16041946,-8.11542416
-6.21902514,10.8363829,-5.68737221
-6.21902514,11.8825741,-2.92879152
-6.21902514,12.2381935,0.0
-6.21902514,11.8825741,2.92879152
-6.21902514,10.8363829,5.68737221
-6.21902514,9.16041946,8.11542416
-6.21902514,6.95208645,10.0718365
-6.21902514,4.33972359,11.4429102
-6.21902514,1.4751513,12.1489639
-6.21902514,-1.4751513,12.1489639
-6.21902514,-4.33972359,11.4429102
-6.21902514,-6.95208645,10.0718365
-6.21902514,-9.16041946,8.11542416
-6.21902514,-10.8363829,5.68737221
-6.21902514,-11.8825741,2.92879152
-3.64003062,-10.7492113,0.0
-36.2190247,-12.1367731,-2.99144578
-36.2190247,-11.0682001,-5.80903959
-36.2190247,-9.35638428,-8.28903294
-36.2190247,-7.1008091,-10.2872982
-36.2190247,-4.43256092,-11.6877031
-36.2190247,-1.5067085,-12.4088612
-36.2190247,1.5067085,-12.4088612
